n,r2,pearson_r,rmse,mae,mape,bias,pbias,nse,willmott_d,explained_variance,obs_mean,pred_mean,obs_sd,pred_sd,year
69564,0.944703139555067,0.9764204664693085,0.7147689895689872,0.5643531068517741,24.761928095084656,0.2722098483961026,7.122000489601216,0.944703139555067,0.9853357211878626,0.9527231833005403,3.822098142137934,4.094307990534037,3.039593205856466,2.889023572057461,1985
69564,0.9350336278633566,0.9686661666474706,0.7457514145531764,0.5612611316114906,22.03974118962992,0.14972140521392013,3.8817384942194053,0.9350336278633566,0.9825584444301897,0.9376522222523627,3.8570708829788964,4.006792288192816,2.9258346446618315,2.7588817146308493,1986
69564,0.939690597259808,0.9768462579495263,0.6904801274536505,0.5400062853219928,20.47046728233946,0.3181053203062619,7.948253430366145,0.939690597259808,0.983779195736464,0.9524910262728825,4.002204045116967,4.3203093654232285,2.8116332461370326,2.6293322986969536,1987
69564,0.9210195466836099,0.9620507987440614,0.823613473082239,0.5868016846298479,15.315350754972743,-0.1811443829372269,-4.222443244291936,0.9210195466836099,0.9785697410259026,0.9248400667104052,4.2900371291456665,4.108892746208439,2.930647817048648,2.741801837145989,1988
69564,0.9331430953919816,0.9723343296116148,0.7399005758652055,0.5663087303466338,19.322442630458383,0.3113896311859739,7.212655952208293,0.9331430953919816,0.9822709473153716,0.9449846256480279,4.317267220969218,4.628656852155192,2.861542711709199,2.7217126632892645,1989
69564,0.9192441439707232,0.9686898442786221,0.7540171963319354,0.5830176233762047,21.396687822478395,0.34713744391793727,8.781901598539655,0.9192441439707232,0.9798676108450279,0.9363606235559196,3.952873304520548,4.300010748438485,2.6533481493096263,2.688914670231624,1990
69564,0.9370756080548363,0.9768074903701123,0.6493246431696329,0.4794768748757694,19.889144702255184,0.3127277895446637,8.76260143298728,0.9370756080548363,0.9845717361686562,0.951671418236899,3.5688920914214273,3.8816198809660913,2.5885250476935933,2.657435972619799,1991
69564,0.9284138340714093,0.9653250547420834,0.7164052701473457,0.5326852297009693,13.993447510795868,0.022719402079762904,0.5132997044970055,0.9284138340714093,0.9822287684520997,0.9284858295716929,4.426147508116371,4.448866910196133,2.6775908832677837,2.7401065729585223,1992
69564,0.8885117427793479,0.9427636579682991,0.9377915054932516,0.6523197966005877,16.23497979471928,-0.0199015373137566,-0.4629043908420192,0.8885117427793479,0.9702485257473867,0.8885619527292312,4.299275986031559,4.279374448717802,2.8086118977859966,2.691491347413939,1993
69564,0.8937553686009286,0.967091070929187,0.7753506343640169,0.561124514599672,26.202515836535902,0.3931268500441015,12.41841338008295,0.8937553686009286,0.9753849946730945,0.9210687905660585,3.165676950926847,3.5588038009709484,2.3787272594862316,2.5838675165159106,1994
69564,0.9263729594931606,0.9632171843024867,0.7204704432452734,0.5458245649321181,14.529428507078123,0.08630025891484211,1.86505233740086,0.9263729594931606,0.980209315246842,0.9274293614659352,4.627229873619005,4.7135301325338474,2.6552015742616244,2.5072982287138808,1995
69564,0.9378136638443288,0.9748223243898251,0.7919117692797878,0.5545832956815238,16.344490385977196,-0.17924143300235842,-4.209210843632688,0.9378136638443288,0.9821913109064404,0.9409994615121486,4.258314436148966,4.079073003146608,3.1756257319745917,2.7897688682036645,1996
69564,0.905511619465302,0.9527399648501599,0.7561856783359272,0.567566207348255,16.58951690391891,0.09958923244810826,2.2923481025404886,0.905511619465302,0.9753001945784399,0.907150496162872,4.344420131381389,4.444009363829497,2.46002343907738,2.4021302695692968,1997
69564,0.8977532126036086,0.9564855422975328,0.938988034839788,0.6686434063844742,14.695752385687252,-0.38375029331411076,-7.829392025669086,0.8977532126036086,0.9727353460072143,0.9148308188399842,4.901406035819443,4.517655742505333,2.936535277984948,2.791687799411196,1998
69564,0.9374727305117397,0.970781427263436,0.7662019451142659,0.5615876375532988,14.821221724306211,-0.15873506469657947,-3.20258537311933,0.9374727305117397,0.9828743876401345,0.9401563980326474,4.956466298413488,4.797731233716909,3.064139393249725,2.828936240955364,1999
69564,0.90643686611919,0.9550442032263561,0.7834758808304275,0.5705575647034905,11.411778423964172,-0.18388659976365807,-3.4748383244583954,0.90643686611919,0.9744590021549749,0.9115909758693821,5.291946922230388,5.108060322466731,2.5613755013271873,2.3879053538083057,2000
69564,0.9240510534546407,0.9664820686729895,0.7214765489691535,0.5390026928036231,12.81162922379035,-0.2484397968931419,-5.256359682336545,0.9240510534546407,0.9794581788484745,0.9330567984801146,4.72646112342727,4.478021326534128,2.6179499659378713,2.446149986725731,2001
69564,0.9345658121568916,0.9676826112412984,0.6364915412163106,0.47760407297819685,23.530667752370636,0.10604642720130553,3.309863667260305,0.9345658121568916,0.9827610841680502,0.9363822122951886,3.203951517709611,3.3099979449109167,2.488228603285905,2.39478526094235,2002
69564,0.9387319543044399,0.9693830443351339,0.6466652305401593,0.4666725265046506,14.47796802406694,-0.0768520722173094,-1.9304752697736678,0.9387319543044399,0.9838081662635791,0.9395972930915005,3.980992319384628,3.9041402471673186,2.6125372831861577,2.5056270813871993,2003
69564,0.9418276398839182,0.9708159577422514,0.6323935477415938,0.46489478297436065,13.66828057803989,-0.05533427957726638,-1.3420924969812607,0.9418276398839182,0.9850386846309113,0.9422730195072119,4.122985539501083,4.067651259923816,2.621978270843139,2.5835090509541696,2004
69564,0.9505788148802857,0.9778010478068052,0.6857149941256049,0.48041117489406465,17.628935288630043,-0.027791813434071704,-0.7356627130576161,0.9505788148802857,0.9862268250659656,0.9506599968594468,3.7777928581647564,3.7500010447306846,3.084516290399299,2.7886474095615195,2005
69564,0.9098836603555976,0.9570259387484658,0.770435597645401,0.5603811838001409,25.926574740788844,0.1796576462295775,4.61957436523569,0.9098836603555976,0.9752074630515984,0.9147839558827732,3.8890519347751944,4.0687095810047715,2.5664604106918563,2.370482778311596,2006
69564,0.9466641341534431,0.9733488904642966,0.6548567843564249,0.4820983218234031,15.072085634058737,-0.015061174541905451,-0.35395493850996385,0.9466641341534431,0.9857454989163911,0.9466923468352293,4.255110722655302,4.240049548113396,2.835545733855432,2.6841163244909465,2007
69564,0.9515113212475732,0.977781817141106,0.685057686302524,0.4928404841711067,17.684684291548976,-0.010217767720128976,-0.25258113850183755,0.9515113212475732,0.9865796457073417,0.9515221081838909,4.045340749010299,4.03512298129017,3.1110498368622754,2.832418360004699,2008
69564,0.9389242013664627,0.9693076272639042,0.6340562543013717,0.47967249906014753,16.958311104813486,-0.0005766351859206664,-0.01515678206730289,0.9389242013664627,0.9844222831417695,0.9389242518809386,3.8044697308449007,3.80389309565898,2.5656252049069286,2.551431148332082,2009
69564,0.8851475243978242,0.9623382734217701,1.1846529324162227,0.8978380483023205,19.793188426835428,-0.5348731052775441,-9.34661163038486,0.8851475243978242,0.9655117322064217,0.9085606618747505,5.722641813197066,5.187768707919522,3.4955937441899083,2.9010672323486495,2010
69564,0.9056649706043304,0.9627302494784398,0.8616564585287162,0.5911717825826744,9.942020820058604,-0.30216259070670004,-5.232935077620331,0.9056649706043304,0.9725195522617759,0.9172657210597163,5.774246884868827,5.472084294162126,2.805418477280015,2.426219326981672,2011
69564,0.9443928200956265,0.9723289806585103,0.6532012320178192,0.490962320989795,15.22710176923939,-0.051663411967017216,-1.1831634636719026,0.9443928200956265,0.9851304151234281,0.9447406789395542,4.366548964137364,4.314885552170346,2.770011422355827,2.6209718722973507,2012
69564,0.9567643070530663,0.9787922337006841,0.5898105844625688,0.42900907990232057,16.475428708770224,-0.015347420187351805,-0.3912162163143021,0.9567643070530663,0.9884384114045363,0.956793581457413,3.923002050360236,3.907654630172884,2.836555921940226,2.6764870761378594,2013
69564,0.9314074100471742,0.965190025203661,0.6723587351361481,0.49966645018607214,17.636569931665164,-0.033122054225319136,-0.8048590419601717,0.9314074100471742,0.9818785255038819,0.9315738699459207,4.115261492826489,4.082139438601169,2.567216236231331,2.4669855334342037,2014
