scenario,window,hurs,hursmax,hursmin,pr,rsds,tasmax,tasmin,fpi_pct_change
ssp126,2035-2064,-2.3136291772715234,-1.962077393248768,-2.7300413815301554,-1.5401270115175314,0.8246254960798433,6.316078913504479,10.916631939131351,-1.532677900037313
ssp126,2070-2099,-5.186734911490758,-4.050894458922386,-6.3811229897080795,-9.773812908337861,1.6742213736257952,7.782316658007785,12.38819152654249,-5.817781990212922
ssp245,2035-2064,-4.199222629043454,-3.4219332086844725,-4.903183841369512,-7.123725335495945,1.148338230232239,7.62200215491054,12.928263889913968,-3.939012325870496
ssp245,2070-2099,-3.4662979472684516,-3.3373881432715753,-3.4681535698359296,-0.807534437924923,1.2063536337583927,11.503909005317093,20.652313795809963,-1.3432074178817113
ssp370,2035-2064,-3.0559040029297053,-2.876591406941376,-3.0654682345344884,-3.68197430787856,0.57337708056875,8.335589542653798,15.029117682716015,-2.142675663240105
ssp370,2070-2099,-9.042116474929488,-7.760206134274928,-10.17878321983861,-13.847474589437704,1.3946726450688374,17.405296676015197,30.45694077095817,-8.568018966553431
ssp585,2035-2064,-3.390876911380337,-3.228167905925326,-3.25068561009029,-1.9981836194425548,0.6995727264720196,8.989029197489923,16.16587026033587,-1.7732532684955755
ssp585,2070-2099,-9.706223866889836,-8.8511524988493,-10.174561758870244,-12.523113782643879,1.4873391026416136,20.51960416790322,36.6168575096987,-9.522902173186669
