n,r2,pearson_r,rmse,mae,bias,pbias,obs_mean,pred_mean,obs_sd,pred_sd,nrmse_pct,slope,intercept,ccc,nse,willmott_d,year
69564,0.944703139555067,0.9764204664693085,0.7147689895689872,0.5643531068517741,0.2722098483961026,7.122000489601216,3.822098142137934,4.094307990534037,3.039593205856466,2.889023572057461,18.70095855699752,0.9280523914956991,0.5472006691916548,0.9710699942972113,0.944703139555067,0.9853357211878626,1985
69564,0.9350336278633566,0.9686661666474706,0.7457514145531764,0.5612611316114906,0.14972140521392013,3.8817384942194053,3.8570708829788964,4.006792288192816,2.9258346446618315,2.7588817146308493,19.334656716944153,0.9133924843022527,0.48377273225884215,0.9656580805640181,0.9350336278633566,0.9825584444301897,1986
69564,0.939690597259808,0.9768462579495263,0.6904801274536505,0.5400062853219928,0.3181053203062619,7.948253430366145,4.002204045116967,4.3203093654232285,2.8116332461370326,2.6293322986969536,17.25249686597303,0.9135094061136185,0.664258325022908,0.9680450902699863,0.939690597259808,0.983779195736464,1987
69564,0.9210195466836099,0.9620507987440614,0.823613473082239,0.5868016846298479,-0.1811443829372269,-4.222443244291936,4.2900371291456665,4.108892746208439,2.930647817048648,2.741801837145989,19.198283098455523,0.9000578752859584,0.24761104285172408,0.9579689144425066,0.9210195466836099,0.9785697410259026,1988
69564,0.9331430953919816,0.9723343296116148,0.7399005758652055,0.5663087303466338,0.3113896311859739,7.212655952208293,4.317267220969218,4.628656852155192,2.861542711709199,2.7217126632892645,17.13816954094167,0.9248209530565081,0.6359576662588109,0.9651150816092263,0.9331430953919816,0.9822709473153716,1989
69564,0.9192441439707232,0.9686898442786221,0.7540171963319354,0.5830176233762047,0.34713744391793727,8.781901598539655,3.952873304520548,4.300010748438485,2.6533481493096263,2.688914670231624,19.07516730854068,0.9816745434868381,0.41957565176196476,0.9604932925260481,0.9192441439707232,0.9798676108450279,1990
69564,0.9370756080548363,0.9768074903701123,0.6493246431696329,0.4794768748757694,0.3127277895446637,8.76260143298728,3.5688920914214273,3.8816198809660913,2.5885250476935933,2.657435972619799,18.194011657859296,1.0028117616813843,0.30269291551700755,0.9695804039734818,0.9370756080548363,0.9845717361686562,1991
69564,0.9284138340714093,0.9653250547420834,0.7164052701473457,0.5326852297009693,0.022719402079762904,0.5132997044970055,4.426147508116371,4.448866910196133,2.6775908832677837,2.7401065729585223,16.185752255966392,0.9878632109443881,0.07643862071479865,0.9650340810902216,0.9284138340714093,0.9822287684520997,1992
69564,0.8885117427793479,0.9427636579682991,0.9377915054932516,0.6523197966005877,-0.0199015373137566,-0.4629043908420192,4.299275986031559,4.279374448717802,2.8086118977859966,2.691491347413939,21.81277751277556,0.9034499320031478,0.3951938514748256,0.9418844101529636,0.8885117427793479,0.9702485257473867,1993
69564,0.8937553686009286,0.967091070929187,0.7753506343640169,0.561124514599672,0.3931268500441015,12.41841338008295,3.165676950926847,3.5588038009709484,2.3787272594862316,2.5838675165159106,24.492411777424405,1.0504925244040901,0.2332838293439604,0.9518651672946449,0.8937553686009286,0.9753849946730945,1994
