n,r2,pearson_r,rmse,mae,bias,pbias,obs_mean,pred_mean,obs_sd,pred_sd,nrmse_pct,slope,intercept,ccc,nse,willmott_d,year
6956407,0.9599235480492888,0.979941826316682,0.5317862479383494,0.28289954207107076,0.008906279897421536,0.19246687132828028,4.627435275461291,4.636341555358713,2.656393870365112,2.5533301971189175,11.492029953575909,0.941921709904548,0.2776598082236159,0.979169375742217,0.9599235480492888,0.9894799633671976,1995
6956407,0.9691537479512975,0.9853529031325419,0.5576039093749534,0.27273052175955315,-0.03806314717579176,-0.894057916040133,4.257346922711343,4.219283775535551,3.174860213949653,3.000459260742934,13.097450583609866,0.9312256427271048,0.2547331511214362,0.9837076574401592,0.9691537479512975,0.9917888689237253,1996
6956407,0.9563475089094312,0.9779762463958993,0.5142567822789175,0.2742411993313225,0.020263793545005078,0.46643932266798477,4.344357896134973,4.364621689679978,2.46136211619939,2.3955431132182006,11.83734845456527,0.9518242953873916,0.22955629628066537,0.9775830807587519,0.9563475089094312,0.9886704034485009,1997
6956407,0.9633751480631724,0.9817659496458343,0.5627831713237483,0.2921947113785865,-0.02020977227873148,-0.4122590991275139,4.902201630358798,4.881991858080067,2.9407165356913967,2.825270199398074,11.480212642386917,0.9432238866457021,0.2581181831721449,0.9809550344296107,0.9633751480631724,0.9903882820291124,1998
6956407,0.9651588766366099,0.982729577957579,0.5722978455627113,0.300903427023737,-0.028852691885334687,-0.5820772103502162,4.956849602130101,4.927996910244766,3.066027433043766,2.9438358608182207,11.545596326279064,0.9435644775709975,0.25088970501284835,0.9818721822191517,0.9651588766366099,0.9908555832204557,1999
6956407,0.9525900297523795,0.9760399564569031,0.5583986778389175,0.3091393624430596,0.0024043809419523115,0.04543249501150911,5.292205372703449,5.294609753645401,2.564540369806546,2.482724275300618,10.551341803911653,0.9449015200106612,0.29399685276924786,0.9755267128620826,0.9525900297523795,0.9876187230787133,2000
6956407,0.9616025200361356,0.981155212291258,0.5133910478619758,0.27433760806514446,-0.035539820177007686,-0.7518626876813426,4.726903031537365,4.691363211360357,2.6199736908937545,2.4929230360223658,10.861044629785898,0.9335759512149437,0.2784402173920352,0.9798496536911423,0.9616025200361356,0.9898259123105235,2001
6956407,0.971327289358748,0.9855895396884394,0.42110970456105146,0.2056921316634688,0.01831948444875618,0.5718392773654943,3.203607232639806,3.221926717088562,2.4869146115325713,2.4454123913024177,13.144860589356725,0.9691417879469846,0.11717707576814455,0.9854228023075392,0.971327289358748,0.9926591608489035,2002
6956407,0.966381545209903,0.9831025980895685,0.47926728444061817,0.2472917396946904,0.004037815080991972,0.10142870628828764,3.9809391529804357,3.9849769680614275,2.6138996484799035,2.5427200834824357,12.03905073710564,0.9563315568521678,0.17787923015787271,0.9827268287722101,0.966381545209903,0.9912898492320303,2003
6956407,0.9669050428012488,0.9834510303246976,0.4770640139999448,0.2476206610830237,-0.006539596825516782,-0.15859963228121385,4.12333668839874,4.116797091573223,2.622380737233137,2.536320571116336,11.569853496130783,0.9511765562806318,0.19477589991650057,0.9829006224884892,0.9669050428012488,0.991378727368672,2004
6956407,0.9734592259035286,0.9869828342472973,0.5025619591051212,0.2422494618052801,-0.01708333365713476,-0.4522587990239863,3.777335829397255,3.7602524957401204,3.0848412480267644,2.9663266494002816,13.304667146455825,0.9490645541650098,0.1753169508816637,0.9862102200804381,0.9734592259035286,0.9930581372956423,2005
6956407,0.9664013603498358,0.9831740632309461,0.4705704711093151,0.23772774640406477,0.008898566876579922,0.22882239607808444,3.888853114510405,3.897751681386985,2.5672243549425002,2.486135649399063,12.10049485678655,0.9521193905227596,0.19509922416683062,0.9826617861274966,0.9664013603498358,0.9912579295115579,2006
6956407,0.9683574589623272,0.9842881687004843,0.5047903659831141,0.25851094441989164,-0.01730145385588925,-0.4065673189059731,4.255495474266233,4.2381940204103445,2.837758163597185,2.734424831469989,11.862082078001837,0.9484465746034542,0.202083914602024,0.983592452450978,0.9683574589623272,0.991729766785269,2007
6956407,0.9715620238011352,0.9861174822896218,0.5249912339018559,0.2571262969976909,-0.024689805628958037,-0.6102531513428152,4.045830091107275,4.0211402854783165,3.1131690814559336,2.98174453218325,12.976106808236594,0.944487862359292,0.19990287125950001,0.9851685756781356,0.9715620238011352,0.9925299970186893,2008
6956407,0.9677197176833534,0.9837446845037147,0.46107403527190355,0.23939479601234365,0.014699772832173512,0.3863920453390493,3.8043673542178724,3.8190671270500456,2.5662679734701395,2.521890756549637,12.119598144503957,0.966733268817608,0.14125863892395848,0.9835786165395201,0.9677197176833534,0.9917232390597646,2009
6956407,0.9676686827712009,0.9842255089419951,0.6290557510003962,0.33649264989550826,-0.046595035913616654,-0.814182942544957,5.722919687800238,5.676324651886622,3.498464229235266,3.3410542159047347,10.991867531207504,0.9399412343771317,0.29711645629447725,0.9830922057639202,0.9676686827712009,0.9914763830929918,2010
6956407,0.952530837876132,0.9774092666327784,0.6115889432355763,0.3330092972786541,-0.05776604587095352,-1.000295126702114,5.774900259826632,5.717134213955679,2.8070738747983808,2.6068730601294527,10.590467639590658,0.907700331217293,0.4752553353642473,0.9745182612879987,0.952530837876132,0.9871007761405793,2011
6956407,0.9681037168297102,0.9840071256214821,0.49487048552976776,0.2649750999942816,-0.009484347183147118,-0.21719127330515398,4.366817800189237,4.357333453006089,2.7709042181195023,2.6921375995993215,11.332519655578999,0.9560354211583008,0.18250095828058766,0.9835921694600164,0.9681037168297102,0.9917302679139378,2012
6956407,0.971033654463469,0.9855314465691527,0.48309459297900215,0.2430782032642784,-0.012127798946430337,-0.3090603471041817,3.924087661217231,3.9119598622708005,2.838476631752603,2.755275747426355,12.311004103031397,0.956643737236414,0.15800597680070286,0.9850862203291262,0.971033654463469,0.9924882189149603,2013
6956407,0.965857402538196,0.9828619763042824,0.4746254512877001,0.24943788973153935,-0.010171890195237914,-0.24713156387500956,4.1159818016538345,4.105809911458596,2.5686370598499524,2.493730033233905,11.531281578965967,0.9541995897921086,0.17834176472871244,0.9824237512596892,0.965857402538196,0.9911359883469851,2014
