n,r2,pearson_r,rmse,mae,bias,pbias,obs_mean,pred_mean,obs_sd,pred_sd,nrmse_pct,slope,intercept,ccc,nse,willmott_d,scheme,note
1500000,0.9677654435561768,0.9838450463593873,0.5134401951271352,0.26247138828043143,0.0018959397765398026,0.04453535534371476,4.257156503877262,4.259052443653802,2.8597562348097214,2.7746399197100717,12.060637062779175,0.954562387944028,0.19533096546130543,0.9833958835404748,0.9677654435561768,0.9916304934490001,in_sample_full_grid,pooled over a 50k-per-year subsample; per-year rows use every cell
2086920,0.9305293548852195,0.9650332431341384,0.7535337985257378,0.548278102516366,0.004020994084039675,0.09439752107527079,4.259639488661371,4.2636604827454105,2.858920447020658,2.680251012478066,17.690083879904645,0.9047230851354303,0.4098663029990316,0.9630262263097994,0.9305293548852195,0.981196727893533,out_of_fold_groupcv_year,quote this one as accuracy
