ssp,window,n_years,n_cells,Mprime_mean,Mprime_median,New_M_2019_mean,bias,rmse,mae,pearson_r,slope,pct_change_median,pct_change_mean,pct_cells_declining,total_Mt_DM,total_Mt_DM_New_M_2019,total_pct_change,spatial_cv_pct
ssp126,2035-2064,30,6956407,45.08896649004805,19.333352931340535,46.20890670363083,-1.1199402135827752,5.777774613811872,2.739208339397165,0.9975483042376819,1.0129392885501485,-3.1688036749056026,-3.222003692627096,67.34910708933506,33501.116767039384,34363.4060985648,-2.509324393082886,176.72970049609478
ssp245,2035-2064,30,6956407,44.11143155115021,17.44548850854238,46.20890670363083,-2.0974751524806132,8.263484865146324,4.108569123235788,0.9958172687376433,1.0364745156026052,-11.216072910579603,-11.289588943595394,81.85827827497731,32707.268116233834,34363.4060985648,-4.819481449483374,185.16468618040966
ssp370,2035-2064,30,6956407,45.077087135046746,18.96967798868815,46.20890670363083,-1.1318195685840744,7.54644406604179,3.159150061078017,0.9962520391587211,1.031836704528563,-5.108602119504462,-4.375173152367236,72.67360866033285,33433.646031365555,34363.4060985648,-2.7056691194476192,180.30851867354846
ssp585,2035-2064,30,6956407,44.77034210942362,19.700210968653362,46.20890670363083,-1.4385645942072172,7.565207638856305,3.4923094138675017,0.9955443823743858,0.999203110439922,-4.328468449137451,-0.7730294411281738,66.8576608585438,33251.32539663393,34363.4060985648,-3.2362353683481824,175.92723567977825
ssp126,2070-2099,30,6956407,42.722688915756336,16.879952796300252,46.20890670363083,-3.486217787874489,8.12770126205049,4.5965509345789455,0.9959222692235148,1.0165497759603939,-13.130498679380281,-13.875268804896303,90.33647686226524,31677.09461190492,34363.4060985648,-7.817360941912214,187.48864361850937
ssp245,2070-2099,30,6956407,45.85331453090626,18.80645801226298,46.20890670363083,-0.3555921727245598,10.203489480416366,3.6356051734052257,0.9937941786133653,1.0543827482729269,-5.112590314403932,-3.6032466271437618,68.92532308704766,33977.268950684615,34363.4060985648,-1.1236870605103244,181.57725618851612
ssp370,2070-2099,30,6956407,41.69161212945084,15.012463974952698,46.20890670363083,-4.517294574179999,14.925625348266886,7.16325528687291,0.9870174899793184,1.0571635639455428,-21.857743993957506,-21.439771804632727,90.4984570339257,30807.367191927056,34363.4060985648,-10.348330710983467,201.60392810204655
ssp585,2070-2099,30,6956407,40.986022209853296,15.170599488417308,46.20890670363083,-5.222884493777515,16.232266244378543,7.710161465385738,0.9836199011285778,1.0428315290836403,-22.788165801553024,-22.00185814035793,91.26856723593086,30272.452674482913,34363.4060985648,-11.904970689889645,202.99316531395058
New_M_2019,reference,1,6956407,46.20890670363083,20.432025909423828,46.20890670363083,,,,,,,,,34363.4060985648,34363.4060985648,0.0,169.82618249890277
