ssp,window,decile,baseline_lo,baseline_hi,baseline_median,pct_change_median,pct_change_p25,pct_change_p75,n
ssp126,2070-2099,1,0.04908182844519615,5.208219909667969,3.503936290740967,-10.227983848124946,-17.445572462195198,11.554212606944745,695641
ssp126,2070-2099,2,5.208219909667969,8.218885803222658,6.767612934112549,-15.15787482937779,-21.662283071257505,-8.076979815429771,695641
ssp126,2070-2099,3,8.218885803222658,11.115600776672363,9.634724140167236,-15.728025902725683,-24.730375923262756,-8.285269218771056,695640
ssp126,2070-2099,4,11.115600776672363,14.980391120910648,12.947072982788086,-18.931357092073675,-28.117559611093892,-11.733353517351729,695641
ssp126,2070-2099,5,14.980391120910648,20.432025909423828,17.394859313964844,-17.984484918213543,-28.46522438695235,-10.54846931328864,695640
ssp126,2070-2099,6,20.432025909423828,29.005068969726548,24.3255672454834,-14.091175671462677,-21.803258403327895,-8.471929409735418,695641
ssp126,2070-2099,7,29.005068969726548,41.47614669799805,34.52810096740723,-12.196100255914327,-21.536260188948447,-6.909284238180534,695640
ssp126,2070-2099,8,41.47614669799805,62.677681732177774,50.174686431884766,-10.969133519478943,-19.220700813315442,-5.881201215364721,695641
ssp126,2070-2099,9,62.677681732177774,106.5702819824219,79.34489440917969,-7.361472068945622,-12.988269505544935,-3.2596657820811363,695641
ssp126,2070-2099,10,106.5702819824219,2216.8984385,168.1286163330078,-2.54339968869432,-6.965670144610029,0.6677241372768737,695641
ssp245,2070-2099,1,0.04908182844519615,5.208219909667969,3.503936290740967,2.4618086646784727,-10.473112926614164,57.35765762378486,695641
ssp245,2070-2099,2,5.208219909667969,8.218885803222658,6.767612934112549,-6.1477101330946455,-13.421698362089849,12.200858398456123,695641
ssp245,2070-2099,3,8.218885803222658,11.115600776672363,9.634724140167236,-7.52840811762074,-14.785080125692009,4.368510163703112,695640
ssp245,2070-2099,4,11.115600776672363,14.980391120910648,12.947072982788086,-10.075365983885584,-17.59781356239816,-0.09394588002989941,695641
ssp245,2070-2099,5,14.980391120910648,20.432025909423828,17.394859313964844,-9.931413972435188,-18.801209405862316,-1.2010221397167689,695640
ssp245,2070-2099,6,20.432025909423828,29.005068969726548,24.3255672454834,-6.379400122574432,-12.461097510713008,-0.2358473928634413,695641
ssp245,2070-2099,7,29.005068969726548,41.47614669799805,34.52810096740723,-4.366837446944415,-9.846694333824228,1.1738310012113753,695640
ssp245,2070-2099,8,41.47614669799805,62.677681732177774,50.174686431884766,-2.406416314960409,-8.09366792532503,3.9264775985174336,695641
ssp245,2070-2099,9,62.677681732177774,106.5702819824219,79.34489440917969,-0.7434772288399902,-4.501414215706585,3.3175302594145077,695641
ssp245,2070-2099,10,106.5702819824219,2216.8984385,168.1286163330078,-0.4578738925802515,-3.8564379113306155,3.5971224756316107,695641
ssp370,2070-2099,1,0.04908182844519615,5.208219909667969,3.503936290740967,-23.15066270806196,-33.63211565156838,18.0473445552068,695641
ssp370,2070-2099,2,5.208219909667969,8.218885803222658,6.767612934112549,-30.244523108418115,-36.40470910481152,-16.65867949581894,695641
ssp370,2070-2099,3,8.218885803222658,11.115600776672363,9.634724140167236,-29.736457264739876,-38.21856109818747,-18.579612471761806,695640
ssp370,2070-2099,4,11.115600776672363,14.980391120910648,12.947072982788086,-30.78804665003275,-41.848114097998454,-19.634826425962867,695641
ssp370,2070-2099,5,14.980391120910648,20.432025909423828,17.394859313964844,-29.5749607523786,-41.927822750864905,-17.63090543847061,695640
ssp370,2070-2099,6,20.432025909423828,29.005068969726548,24.3255672454834,-21.355552168716564,-31.30938642770252,-12.684528551754164,695641
ssp370,2070-2099,7,29.005068969726548,41.47614669799805,34.52810096740723,-17.273508601938175,-28.381103198151564,-9.917191533700365,695640
ssp370,2070-2099,8,41.47614669799805,62.677681732177774,50.174686431884766,-14.363798842985025,-26.84352982633502,-7.5748305391346875,695641
ssp370,2070-2099,9,62.677681732177774,106.5702819824219,79.34489440917969,-10.276262997890447,-17.175337301760013,-4.317162953696655,695641
ssp370,2070-2099,10,106.5702819824219,2216.8984385,168.1286163330078,-2.820825815973055,-11.588585465860499,2.785035437275483,695641
ssp585,2070-2099,1,0.04908182844519615,5.208219909667969,3.503936290740967,-22.69295522633668,-34.50347407415971,14.431633939488728,695641
ssp585,2070-2099,2,5.208219909667969,8.218885803222658,6.767612934112549,-31.38613518815998,-38.15236664118061,-17.337675842031494,695641
ssp585,2070-2099,3,8.218885803222658,11.115600776672363,9.634724140167236,-31.318352822468803,-39.05952946297222,-18.6520286299203,695640
ssp585,2070-2099,4,11.115600776672363,14.980391120910648,12.947072982788086,-31.563951262109175,-40.660452970817104,-19.863916581687022,695641
ssp585,2070-2099,5,14.980391120910648,20.432025909423828,17.394859313964844,-30.47226495382381,-42.256979998264214,-17.82728573706415,695640
ssp585,2070-2099,6,20.432025909423828,29.005068969726548,24.3255672454834,-22.087068405320572,-32.339042342935386,-12.0041941859294,695641
ssp585,2070-2099,7,29.005068969726548,41.47614669799805,34.52810096740723,-16.98060127866467,-26.649160615352184,-9.119998345850188,695640
ssp585,2070-2099,8,41.47614669799805,62.677681732177774,50.174686431884766,-16.080648121457777,-24.65077591654112,-9.068905237034228,695641
ssp585,2070-2099,9,62.677681732177774,106.5702819824219,79.34489440917969,-14.269945165457175,-21.22919051946659,-6.120999476118024,695641
ssp585,2070-2099,10,106.5702819824219,2216.8984385,168.1286163330078,-6.002849283059219,-16.620076407837203,0.4341865013000129,695641
