ssp,n_cells,fpi_2022_mean,future_2035_2064_mean,change,pct_change,slope,intercept,r2,pearson_r,rmse,mae
ssp126,6956407,5.352523326873779,4.194443225860596,-1.1580801010131836,-21.636152339565374,0.3838262498265195,2.4397119945589294,0.6803711280174957,0.903607034646266,1.938192074593865,1.398026432412315
ssp245,6956407,5.352523326873779,4.091937065124512,-1.2605862617492676,-23.551252087406255,0.3782210945822601,2.4040839871285735,0.6844555764112148,0.9155338563828906,1.9257684489332376,1.4331699109476126
ssp370,6956407,5.352523326873779,4.168458461761475,-1.1840648651123047,-22.121619894067333,0.38252429959416534,2.4314364177852483,0.6871200828817168,0.9105844845885739,1.9176204667521939,1.4005035313875398
ssp585,6956407,5.352523326873779,4.184192657470703,-1.1683306694030762,-21.82766142348523,0.38126815791406193,2.4234520135784003,0.665498296931359,0.8994439729517987,1.9827729205335518,1.4259909961342352
